open,close,min,max
1.114005,1.114065,1.113895,1.114075
1.114075,1.113915,1.113915,1.114085
1.113905,1.113845,1.113825,1.113925
1.113845,1.113835,1.113745,1.113905
1.113825,1.113715,1.113675,1.113845
1.113715,1.113825,1.113695,1.113835
1.113815,1.113835,1.113775,1.113855
1.113835,1.113915,1.113775,1.113915
1.113905,1.113875,1.113875,1.113975
1.113865,1.113845,1.113845,1.113925
1.113825,1.113725,1.113665,1.113825
1.113725,1.113725,1.113655,1.113795
1.113735,1.113635,1.113635,1.113735
1.113635,1.113555,1.113535,1.113715
1.113545,1.113715,1.113545,1.113715
1.113725,1.113635,1.113615,1.113725
1.113645,1.113515,1.113505,1.113655
1.113505,1.113425,1.113405,1.113545
1.113415,1.113505,1.113345,1.113505
1.113475,1.113575,1.113435,1.113605
1.113575,1.113535,1.113535,1.113635
1.113535,1.113505,1.113475,1.113575
1.113485,1.113615,1.113485,1.113665
1.113615,1.113655,1.113585,1.113705
1.113665,1.113725,1.113595,1.113725
1.113705,1.113545,1.113465,1.113705
1.113535,1.113655,1.113455,1.113715
1.113655,1.113675,1.113545,1.113715
1.113675,1.113665,1.113625,1.113745
1.113665,1.113695,1.113525,1.113695
1.113675,1.113685,1.113645,1.113705
1.113675,1.113635,1.113575,1.113685
1.113635,1.113565,1.113455,1.113705
1.113555,1.113515,1.113505,1.113595
1.113505,1.113215,1.113205,1.113515
1.113215,1.112965,1.112945,1.113215
1.112975,1.112935,1.112885,1.113065
1.112935,1.113005,1.112905,1.113015
1.113015,1.113065,1.112975,1.113075
1.113075,1.112985,1.112895,1.113085
1.112985,1.113135,1.112985,1.113155
1.113145,1.113205,1.113115,1.113205
1.113225,1.113245,1.113165,1.113285
1.113305,1.113315,1.113265,1.113415
1.113315,1.113265,1.113265,1.113405
1.113265,1.113335,1.113205,1.113335
1.113345,1.113295,1.113285,1.113385
1.113285,1.113185,1.113175,1.113285
1.113175,1.113145,1.113055,1.113175
1.113155,1.113135,1.113135,1.113275
1.113125,1.113075,1.113025,1.113135
1.113085,1.113055,1.113005,1.113085
1.113035,1.112795,1.112725,1.113035
1.112805,1.112775,1.112645,1.112805
1.112775,1.112775,1.112695,1.112805
1.112745,1.112645,1.112605,1.112745
1.112645,1.112565,1.112525,1.112645
1.112545,1.112495,1.112485,1.112635
1.112515,1.112645,1.112505,1.112645
1.112645,1.112845,1.112625,1.112845
1.112835,1.112755,1.112745,1.112855
1.112755,1.112775,1.112755,1.112845
1.112775,1.112795,1.112735,1.112825
1.112805,1.112855,1.112765,1.112865
1.112845,1.112925,1.112835,1.112965
1.112915,1.112995,1.112915,1.113025
1.112995,1.113055,1.112955,1.113085
1.113065,1.113175,1.113065,1.113215
1.113175,1.113255,1.113145,1.113265
1.113265,1.113375,1.113255,1.113395
1.113385,1.113385,1.113325,1.113415
1.113395,1.113415,1.113325,1.113465
1.113375,1.113495,1.113305,1.113505
1.113495,1.113475,1.113445,1.113545
1.113485,1.113465,1.113445,1.113515
1.113465,1.113485,1.113405,1.113525
1.113445,1.113435,1.113335,1.113485
1.113445,1.113345,1.113305,1.113505
1.113355,1.113415,1.113355,1.113495
1.113425,1.113605,1.113395,1.113705
1.113595,1.113475,1.113475,1.113595
1.113475,1.113465,1.113405,1.113485
1.113445,1.113415,1.113385,1.113455
1.113425,1.113445,1.113375,1.113455
1.113445,1.113385,1.113345,1.113475
1.113395,1.113415,1.113395,1.113475
1.113415,1.113575,1.113405,1.113575
1.113575,1.113355,1.113355,1.113575
1.113345,1.113425,1.113305,1.113505
1.113365,1.113455,1.113325,1.113485
1.113475,1.113515,1.113445,1.113585
1.113525,1.113365,1.113285,1.113535
1.113365,1.113345,1.113285,1.113405
1.113355,1.113205,1.113195,1.113365
1.113205,1.113185,1.113065,1.113205
1.113185,1.113105,1.113065,1.113195
1.113095,1.113035,1.112985,1.113155
1.113045,1.112945,1.112905,1.113085
1.112935,1.112925,1.112845,1.112945
1.112945,1.112795,1.112775,1.112985
1.112815,1.112805,1.112795,1.112965
1.112815,1.112875,1.112745,1.112875
1.112865,1.113065,1.112865,1.113065
1.113055,1.113125,1.113045,1.113165
1.113115,1.113205,1.113055,1.113205
1.113205,1.113015,1.113015,1.113215
1.113005,1.113075,1.112975,1.113115
1.113065,1.112935,1.112885,1.113105
1.112945,1.112715,1.112705,1.112945
1.112715,1.112635,1.112605,1.112715
1.112625,1.112615,1.112565,1.112725
1.112605,1.112525,1.112525,1.112675
1.112535,1.112605,1.112465,1.112615
1.112605,1.112405,1.112395,1.112605
1.112405,1.112345,1.112285,1.112415
1.112345,1.112365,1.112275,1.112375
1.112365,1.112415,1.112365,1.112475
1.112415,1.112385,1.112375,1.112465
1.112375,1.112535,1.112325,1.112535
1.112535,1.112445,1.112445,1.112555
1.112365,1.112565,1.112305,1.112565
1.112535,1.112525,1.112445,1.112555
1.112495,1.112705,1.112495,1.112705
1.112715,1.112795,1.112715,1.112865
1.112785,1.112795,1.112655,1.112815
1.112785,1.112885,1.112695,1.112895
1.112885,1.112935,1.112875,1.113015
1.112925,1.112785,1.112785,1.112925
1.112785,1.112875,1.112725,1.112875
1.112895,1.112895,1.112875,1.112995
1.112885,1.112885,1.112855,1.112935
1.112875,1.112795,1.112785,1.112905
1.112805,1.112805,1.112805,1.113015
1.112805,1.112715,1.112665,1.112805
1.112715,1.112645,1.112585,1.112755
1.112635,1.112485,1.112445,1.112665
1.112485,1.112575,1.112485,1.112605
1.112565,1.112545,1.112525,1.112635
1.112555,1.112635,1.112555,1.112705
1.112635,1.112675,1.112595,1.112695
1.112675,1.112615,1.112575,1.112715
1.112615,1.112725,1.112605,1.112755
1.112725,1.112685,1.112685,1.112795
1.112695,1.112795,1.112685,1.112845
1.112795,1.112615,1.112575,1.112795
1.112635,1.112615,1.112545,1.112635
1.112615,1.112615,1.112565,1.112655
1.112615,1.112465,1.112465,1.112615
1.112465,1.112465,1.112415,1.112515
1.112465,1.112605,1.112445,1.112605
1.112605,1.112535,1.112525,1.112655
1.112535,1.112365,1.112345,1.112535
1.112365,1.112425,1.112365,1.112495
1.112405,1.112365,1.112365,1.112515
1.112365,1.112335,1.112265,1.112395
1.112335,1.112375,1.112335,1.112455
1.112375,1.112445,1.112365,1.112525
1.112445,1.112425,1.112395,1.112485
1.112395,1.112335,1.112315,1.112465
1.112325,1.112405,1.112325,1.112425
1.112395,1.112655,1.112375,1.112665
1.112675,1.112745,1.112675,1.112865
1.112785,1.112605,1.112605,1.112805
1.112595,1.112655,1.112585,1.112675
1.112665,1.112525,1.112525,1.112675
1.112515,1.112665,1.112495,1.112665
1.112675,1.112545,1.112495,1.112675
1.112555,1.112695,1.112545,1.112695
1.112685,1.112825,1.112685,1.112875
1.112815,1.112735,1.112675,1.112825
1.112745,1.112595,1.112545,1.112755
1.112595,1.112595,1.112565,1.112655
1.112625,1.112555,1.112545,1.112655
1.112545,1.112405,1.112405,1.112555
1.112405,1.112295,1.112295,1.112435
1.112285,1.112165,1.112155,1.112305
1.112165,1.112195,1.112155,1.112265
1.112195,1.112305,1.112125,1.112305
1.112305,1.112575,1.112305,1.112585
1.112575,1.112655,1.112475,1.112695
1.112665,1.112535,1.112495,1.112685
1.112465,1.112475,1.112465,1.112545
1.112455,1.112385,1.112315,1.112465
1.112385,1.112485,1.112355,1.112535
1.112485,1.112435,1.112365,1.112485
1.112435,1.112425,1.112425,1.112505
1.112445,1.112515,1.112425,1.112565
1.112525,1.112275,1.112255,1.112525
1.112295,1.112265,1.112255,1.112365
1.112265,1.112095,1.112095,1.112285
1.112095,1.111975,1.111975,1.112105
1.111975,1.111865,1.111855,1.112075
1.111835,1.111935,1.111815,1.111995
1.111925,1.111885,1.111865,1.111975
1.111885,1.111965,1.111875,1.112015
1.111975,1.112165,1.111935,1.112165
1.112165,1.112075,1.112045,1.112185
1.112085,1.112015,1.112015,1.112115
1.112005,1.111995,1.111935,1.112015
1.111995,1.112085,1.111895,1.112095
1.112075,1.112005,1.112005,1.112135
1.111985,1.112145,1.111945,1.112185
1.112145,1.112115,1.112105,1.112175
1.112125,1.112055,1.111935,1.112125
1.112055,1.112095,1.112015,1.112105
1.112105,1.112195,1.112095,1.112215
1.112185,1.112255,1.112175,1.112305
1.112265,1.112165,1.112115,1.112275
1.112155,1.112055,1.112045,1.112185
1.112045,1.112115,1.112005,1.112125
1.112065,1.112025,1.111935,1.112085
1.112015,1.112295,1.111975,1.112325
1.112295,1.112325,1.112225,1.112325
1.112305,1.112075,1.112075,1.112335
1.112085,1.112065,1.112035,1.112155
1.112055,1.112145,1.112055,1.112195
1.112125,1.112045,1.112045,1.112185
1.112045,1.111945,1.111945,1.112175
1.111945,1.111955,1.111925,1.112005
1.111945,1.111885,1.111875,1.111995
1.111875,1.111885,1.111765,1.111915
1.111875,1.111765,1.111765,1.111895
1.111755,1.111835,1.111735,1.111835
1.111835,1.111675,1.111665,1.111845
1.111655,1.111675,1.111605,1.111705
1.111665,1.111845,1.111665,1.111915
1.111845,1.111635,1.111635,1.111925
1.111675,1.111695,1.111635,1.111725
1.111695,1.111655,1.111625,1.111755
1.111655,1.111595,1.111565,1.111705
1.111575,1.111395,1.111395,1.111605
1.111405,1.111455,1.111375,1.111515
1.111455,1.111605,1.111435,1.111635
1.111595,1.111705,1.111575,1.111775
1.111715,1.111725,1.111615,1.111735
1.111735,1.111745,1.111625,1.111755
1.111755,1.111815,1.111705,1.111845
1.111855,1.112075,1.111855,1.112095
1.112105,1.112155,1.111985,1.112165
1.112165,1.112115,1.112095,1.112165
1.112115,1.112035,1.112015,1.112165
1.112035,1.112115,1.111945,1.112155
1.112115,1.112135,1.112105,1.112245
1.112145,1.112185,1.112115,1.112195
1.112185,1.112265,1.112145,1.112275
1.112265,1.112415,1.112235,1.112415
1.112405,1.112465,1.112395,1.112495
1.112465,1.112625,1.112455,1.112625
1.112625,1.112485,1.112465,1.112645
1.112475,1.112405,1.112375,1.112475
1.112385,1.112325,1.112315,1.112385
1.112305,1.112215,1.112215,1.112345
1.112225,1.112215,1.112165,1.112295
1.112205,1.112115,1.112055,1.112215
1.112115,1.112195,1.112095,1.112195
1.112195,1.112215,1.112165,1.112275
1.112205,1.112125,1.112055,1.112205
1.112135,1.112185,1.112115,1.112215
1.112195,1.111975,1.111955,1.112205
1.111975,1.111815,1.111745,1.111985
1.111815,1.112015,1.111815,1.112085
1.112005,1.112165,1.111985,1.112175
1.112125,1.112215,1.112095,1.112255
1.112225,1.112095,1.112095,1.112315
1.112075,1.111895,1.111895,1.112095
1.111885,1.111805,1.111805,1.111925
1.111785,1.111795,1.111735,1.111865
1.111785,1.111935,1.111775,1.111945
1.111935,1.111905,1.111855,1.111965
1.111915,1.111965,1.111835,1.112005
1.111975,1.112045,1.111965,1.112055
1.112035,1.112035,1.112015,1.112155
1.112045,1.112125,1.111945,1.112125
1.112115,1.112165,1.112045,1.112185
1.112155,1.112245,1.112135,1.112255
1.112255,1.112215,1.112215,1.112365
1.112195,1.112285,1.112125,1.112305
1.112285,1.112385,1.112275,1.112385
1.112375,1.112425,1.112285,1.112425
1.112415,1.112485,1.112395,1.112535
1.112505,1.112315,1.112295,1.112515
1.112305,1.112255,1.112205,1.112325
1.112245,1.112425,1.112235,1.112445
1.112405,1.112515,1.112335,1.112515
1.112515,1.112595,1.112515,1.112615
1.112595,1.112565,1.112465,1.112605
1.112545,1.112735,1.112535,1.112735
1.112725,1.112655,1.112585,1.112755
1.112665,1.112625,1.112535,1.112665
1.112625,1.112555,1.112475,1.112645
1.112565,1.112585,1.112515,1.112705
1.112585,1.112625,1.112465,1.112625
1.112615,1.112725,1.112605,1.112735
1.112735,1.112775,1.112665,1.112785
1.112775,1.112835,1.112755,1.112895
1.112875,1.113025,1.112855,1.113025
1.113055,1.113015,1.112975,1.113055
1.113025,1.112895,1.112885,1.113025
1.112895,1.113065,1.112855,1.113115
1.113065,1.113085,1.112975,1.113085
1.113075,1.112965,1.112885,1.113075
1.112985,1.113085,1.112985,1.113125
1.113085,1.113135,1.113065,1.113215
1.113125,1.113245,1.113105,1.113245
1.113235,1.113275,1.113215,1.113305
1.113295,1.113405,1.113265,1.113425
1.113405,1.113435,1.113355,1.113495
1.113485,1.113385,1.113375,1.113485
1.113395,1.113335,1.113335,1.113415
1.113325,1.113255,1.113255,1.113415
1.113275,1.113295,1.113245,1.113325
1.113295,1.113355,1.113245,1.113425
1.113325,1.113315,1.113275,1.113375
1.113315,1.113285,1.113285,1.113375
1.113275,1.113425,1.113265,1.113435
1.113425,1.113465,1.113405,1.113495
1.113465,1.113605,1.113465,1.113625
1.113605,1.113475,1.113425,1.113635
1.113455,1.113525,1.113415,1.113525
1.113525,1.113635,1.113505,1.113665
1.113625,1.113635,1.113535,1.113655
1.113635,1.113715,1.113635,1.113765
1.113705,1.113685,1.113585,1.113705
1.113685,1.113615,1.113605,1.113735
1.113615,1.113595,1.113555,1.113725
1.113605,1.113625,1.113565,1.113635
1.113635,1.113645,1.113635,1.113705
1.113635,1.113685,1.113605,1.113685
1.113675,1.113655,1.113645,1.113735
1.113655,1.113695,1.113635,1.113725
1.113685,1.113805,1.113665,1.113815
1.113775,1.113865,1.113765,1.113935
1.113865,1.113805,1.113795,1.113935
1.113805,1.113875,1.113775,1.113885
1.113865,1.113925,1.113805,1.113955
1.113935,1.113925,1.113915,1.114035
1.113945,1.114005,1.113895,1.114015
1.113995,1.114005,1.113965,1.114065
1.114005,1.113725,1.113705,1.114015
1.113715,1.113785,1.113695,1.113815
1.113775,1.113955,1.113755,1.113955
1.113965,1.113995,1.113965,1.114055
1.113985,1.114055,1.113955,1.114085
1.114085,1.114215,1.114085,1.114215
1.114205,1.114285,1.114045,1.114295
1.114295,1.114385,1.114275,1.114415
1.114395,1.114375,1.114375,1.114505
1.114365,1.114275,1.114255,1.114385
1.114245,1.114285,1.114225,1.114365
1.114295,1.114405,1.114265,1.114415
1.114385,1.114525,1.114385,1.114605
1.114525,1.114275,1.114265,1.114525
1.114275,1.114365,1.114275,1.114435
1.114365,1.114565,1.114355,1.114595
1.114545,1.114645,1.114545,1.114685
1.114635,1.114535,1.114475,1.114695
1.114545,1.114395,1.114375,1.114555
1.114395,1.114495,1.114345,1.114535
1.114485,1.114455,1.114435,1.114525
1.114445,1.114615,1.114425,1.114625
1.114635,1.114705,1.114615,1.114735
1.114705,1.114735,1.114685,1.114745
1.114735,1.114665,1.114665,1.114895
1.114665,1.114865,1.114665,1.114875
1.114865,1.114765,1.114765,1.114955
1.114775,1.114865,1.114755,1.114885
1.114865,1.114915,1.114845,1.114915
1.114915,1.114955,1.114885,1.115015
1.114945,1.114945,1.114935,1.115005
1.114945,1.114865,1.114835,1.114955
1.114855,1.114815,1.114815,1.114925
1.114815,1.114885,1.114815,1.114925
1.114885,1.114635,1.114635,1.114885
1.114645,1.114785,1.114645,1.114805
1.114775,1.114655,1.114595,1.114775
1.114625,1.114615,1.114575,1.114635
1.114605,1.114715,1.114585,1.114725
1.114705,1.114765,1.114705,1.114835
1.114785,1.114915,1.114785,1.114995
1.114905,1.114705,1.114705,1.114905
1.114695,1.114655,1.114655,1.114775
1.114645,1.114725,1.114625,1.114735
1.114695,1.114675,1.114665,1.114775
1.114655,1.114695,1.114635,1.114755
1.114705,1.114845,1.114695,1.114895
1.114825,1.114675,1.114665,1.114825
1.114625,1.114645,1.114545,1.114665
1.114665,1.114795,1.114645,1.114795
1.114775,1.114855,1.114745,1.114855
1.114835,1.114795,1.114745,1.114835
1.114785,1.114795,1.114775,1.114875
1.114775,1.114655,1.114645,1.114825
1.114655,1.114755,1.114585,1.114785
1.114735,1.114805,1.114715,1.114815
1.114835,1.114765,1.114755,1.114875
1.114775,1.114725,1.114705,1.114785
1.114735,1.114905,1.114665,1.114925
1.114905,1.115085,1.114845,1.115125
1.115085,1.114905,1.114905,1.115095
1.114885,1.114995,1.114875,1.114995
1.114995,1.115235,1.114995,1.115285
1.115225,1.115305,1.115225,1.115335
1.115295,1.115285,1.115275,1.115365
1.115305,1.115245,1.115175,1.115315
1.115245,1.115175,1.115175,1.115295
1.115195,1.115165,1.115095,1.115255
1.115165,1.115125,1.115055,1.115175
1.115105,1.115215,1.115085,1.115225
1.115215,1.115155,1.115055,1.115225
1.115165,1.115215,1.115155,1.115235
1.115235,1.115195,1.115195,1.115305
1.115185,1.115185,1.115175,1.115265
1.115165,1.115265,1.115075,1.115305
1.115275,1.115105,1.115105,1.115335
1.115095,1.114955,1.114945,1.115125
1.114965,1.114985,1.114905,1.115015
1.114985,1.115145,1.114945,1.115165
1.115135,1.114995,1.114985,1.115195
1.114995,1.114865,1.114855,1.115055
1.114865,1.114985,1.114865,1.115015
1.114975,1.115045,1.114975,1.115135
1.115055,1.115135,1.114985,1.115145
1.115135,1.115085,1.115075,1.115185
1.115085,1.115355,1.115085,1.115405
1.115365,1.115495,1.115355,1.115495
1.115485,1.115495,1.115415,1.115525
1.115485,1.115365,1.115365,1.115515
1.115375,1.115405,1.115365,1.115465
1.115415,1.115205,1.115195,1.115465
1.115195,1.115105,1.115105,1.115245
1.115105,1.115355,1.115105,1.115365
1.115365,1.115415,1.115345,1.115505
1.115425,1.115415,1.115275,1.115465
1.115415,1.115395,1.115335,1.115425
1.115395,1.115355,1.115345,1.115455
1.115365,1.115475,1.115305,1.115515
1.115455,1.115495,1.115455,1.115605
1.115495,1.115765,1.115495,1.115805
1.115765,1.115745,1.115715,1.115775
1.115755,1.115605,1.115565,1.115785
1.115605,1.115605,1.115555,1.115675
1.115625,1.115765,1.115585,1.115765
1.115775,1.115685,1.115685,1.115895
1.115685,1.115635,1.115595,1.115705
1.115615,1.115565,1.115505,1.115665
1.115525,1.115635,1.115505,1.115645
1.115635,1.115605,1.115535,1.115645
1.115585,1.115495,1.115445,1.115605
1.115495,1.115645,1.115475,1.115725
1.115655,1.115725,1.115655,1.115755
1.115725,1.115755,1.115695,1.115775
1.115755,1.115855,1.115745,1.115855
1.115825,1.115865,1.115815,1.115885
1.115875,1.115925,1.115795,1.115925
1.115885,1.115795,1.115785,1.115925
1.115795,1.115815,1.115725,1.115865
1.115815,1.115925,1.115805,1.115935
1.115945,1.115935,1.115915,1.116095
1.115925,1.115875,1.115835,1.115995
1.115885,1.115855,1.115835,1.115965
1.115865,1.115945,1.115855,1.116005
1.115935,1.116015,1.115895,1.116015
1.116015,1.116105,1.115965,1.116105
1.116095,1.115865,1.115855,1.116095
1.115875,1.115735,1.115735,1.115895
1.115735,1.115745,1.115695,1.115805
1.115745,1.115645,1.115585,1.115765
1.115635,1.115735,1.115615,1.115785
1.115735,1.115605,1.115595,1.115755
1.115595,1.115695,1.115575,1.115765
1.115665,1.115485,1.115465,1.115665
1.115485,1.115495,1.115475,1.115575
1.115495,1.115755,1.115495,1.115775
1.115775,1.115685,1.115635,1.115785
1.115695,1.115715,1.115685,1.115805
1.115705,1.115905,1.115705,1.115905
1.115925,1.115925,1.115855,1.116015
1.115915,1.115845,1.115775,1.115935
1.115845,1.115945,1.115785,1.115945
1.115945,1.116125,1.115945,1.116135
1.116115,1.116095,1.116005,1.116115
1.116095,1.116215,1.116045,1.116215
1.116195,1.116215,1.116175,1.116305
1.116215,1.116035,1.116035,1.116215
1.116035,1.116245,1.116015,1.116285
1.116235,1.116215,1.116185,1.116265
1.116205,1.116185,1.116095,1.116205
1.116185,1.116155,1.116135,1.116225
1.116145,1.116225,1.116145,1.116345
1.116245,1.116235,1.116155,1.116275
1.116235,1.116335,1.116225,1.116375
1.116325,1.116225,1.116215,1.116365
1.116215,1.116425,1.116205,1.116425
1.116415,1.116445,1.116355,1.116465
1.116445,1.116315,1.116255,1.116465
1.116315,1.116425,1.116315,1.116465
1.116385,1.116375,1.116365,1.116545
1.116375,1.116545,1.116335,1.116555
1.116535,1.116515,1.116455,1.116555
1.116535,1.116655,1.116525,1.116765
1.116665,1.116665,1.116635,1.116675
